sample_id,condition,intensity,area,quality_score
S081,control,96.35583533962324,217.69375240518465,0.8475160392815361
S082,treated_A,140.28883600927898,260.5728533822858,0.862796940560581
S083,treated_B,140.30921376878962,254.29571957176648,0.8539749183499498
S084,control,97.63258926441132,285.64282651636955,1.0
S085,treated_A,118.28899285273415,281.7049471136855,0.7668858727234282
S086,treated_B,141.83869944746033,259.82223903351473,0.7254030315121458
S087,control,94.67702532430697,295.8690999373282,0.7690432265212516
S088,treated_A,152.49191664285334,250.56632245827234,0.7432232792193163
S089,treated_B,151.1432390378163,247.5382302439877,0.9097569641985553
S090,control,99.71027664388082,195.49734965982822,0.9156302567630206
S091,treated_A,145.02571534901017,324.9187046199264,0.7730947563879739
S092,treated_B,137.2418262760159,290.8586357822217,0.7387651378829606
S093,control,112.62551630112337,277.50544133535124,0.8216162677487124
S094,treated_A,134.9190065899256,293.4114456256428,0.9612899102301115
S095,treated_B,150.16735295852578,263.52475480523685,0.6244344465761347
S096,control,84.50928105611816,256.46466817546985,0.8921301415212699
S097,treated_A,140.20020073317644,261.1797693406442,0.7639395818041131
S098,treated_B,118.36514235686842,253.4847863768657,0.9332293717233019
S099,control,75.57605266072082,251.62910835141082,0.7637660847298599
S100,treated_A,130.43284683432844,322.9140329047322,0.8271667338227328
S101,treated_B,129.40101349361967,277.7820128578585,0.7294976719488349
S102,control,101.96863354854668,248.24619622723415,0.7718193719601522
S103,treated_A,168.67134939729075,249.72127823448113,0.9608671330436894
S104,treated_B,130.35587546023086,239.68004840282688,0.9156462948712046
S105,control,92.51267696267313,298.0811503351747,0.8178665478279459
S106,treated_A,138.08105919097048,287.73405564794865,0.7803862103836595
S107,treated_B,148.902186079773,262.16161786594097,0.6984954290790548
S108,control,97.8831272091309,239.61454473541832,0.8185074630479212
S109,treated_A,131.91104504620176,231.18313059048154,0.8475277397930961
S110,treated_B,151.83448137168762,257.86043016096335,0.8432756513732412
S111,control,106.23889164440678,276.209741034106,0.8424966457619064
S112,treated_A,119.49486251889466,256.26119636068785,0.7602552298218459
S113,treated_B,140.8914615393782,252.72823734398207,0.8446980891707505
S114,control,100.4234421839377,243.36896945683065,0.8469061296371915
S115,treated_A,119.18273066926335,273.8358028799359,0.9532449630242542
S116,treated_B,145.6377474094411,209.0236518801405,0.999338676348189
S117,control,89.70452227388148,242.93804944104727,0.8390408778465767
S118,treated_A,149.58100061875564,240.0961568646075,0.788695523905929
S119,treated_B,144.698442776471,288.30672104200335,0.8448014296190429
S120,control,101.0716778292286,226.8820397030542,0.801390297979645
S121,treated_A,126.13457470715589,290.19663615552435,0.7906052947403001
S122,treated_B,140.33946246571227,308.7819984872563,0.8453079878462286
S123,control,76.02704448511534,240.59211216155123,0.7665356455078147
S124,treated_A,118.02888794215413,248.94483117567867,0.8984885400924014
S125,treated_B,147.07975718864256,266.12583229203494,0.8416867560652738
S126,control,74.45719549813427,249.93912917172915,0.8700006645487962
S127,treated_A,147.69912782221746,235.2234278431101,0.8353647971223462
S128,treated_B,117.55464934476528,274.7494213028281,0.791819644219807
S129,control,109.08086203197121,310.46548160426227,0.7741632352200918
S130,treated_A,122.31754450681014,260.9660801656996,0.8310179196540367
S131,treated_B,152.90587518079445,253.50796172593078,0.806099173005775
S132,control,101.57141449101759,218.65203929292744,0.868712106656766
S133,treated_A,111.94747589562768,281.1680958090292,0.8496454637441888
S134,treated_B,159.48808249381835,220.09676080935589,0.7410154601661816
S135,control,117.30048586627134,216.79206926945548,0.8553697039542681
S136,treated_A,134.0129264099969,314.7883545145326,0.7425711666287393
S137,treated_B,138.1651721895875,231.02550209937138,0.8006817899584575
S138,control,98.08159640835237,282.44072707994013,0.8264517112625722
S139,treated_A,120.37271515831881,323.3525301323983,0.683978137767095
S140,treated_B,157.38021463659686,268.29844663925576,0.8573205958287985
S141,control,93.48529681923776,266.60174208552473,0.8620786679771468
S142,treated_A,134.23214380962486,338.32878302903725,0.8373580645260261
S143,treated_B,130.89385035515738,253.70469113389706,0.8160546182022724
S144,control,92.48712280335764,232.20982609175152,0.8201117071913487
S145,treated_A,115.83412272523245,222.63691273259704,0.7718768425111154
S146,treated_B,159.5989703920015,261.3346265710831,0.828423970421695
S147,control,98.15094912152784,294.37432632754917,0.805791055718811
S148,treated_A,149.48882428093214,303.58583834903027,0.8573348314149919
S149,treated_B,142.18654435678565,229.85308027462537,0.7536691128364114
S150,control,91.66715766756528,224.3387384850221,0.8688471927208915
S151,treated_A,130.09972109996622,252.35400697306628,0.8614575114782136
S152,treated_B,134.1567652929594,269.35257863985095,0.8386749734257021
S153,control,100.09550919021896,243.84065718688947,0.8148636141530968
S154,treated_A,129.37099740484567,277.5058880905078,0.8941871913976089
S155,treated_B,137.80109597681482,269.49566009745433,0.7168318634564909
S156,control,83.45710379036903,241.03679239964657,0.8868362670516096
S157,treated_A,122.8973110856832,268.593912043897,0.8694429972952298
S158,treated_B,165.15680568320602,266.6109560709131,0.8726701034027692
S159,control,91.94520140497939,247.48090889400473,0.880665007394614
S160,treated_A,119.1885931856476,287.62323027479175,0.797708447472572
S161,treated_B,146.72256865605044,319.86802474649613,0.8292431953358851
S162,control,116.88726639467839,267.75916854312493,0.9009646664973079
S163,treated_A,113.18963546278188,271.95336912429934,0.8844511395266488
S164,treated_B,139.08069412448222,206.04420405241873,0.8665370212354119
S165,control,92.41536935278111,261.63871258045606,0.7288543803904297
S166,treated_A,108.58470788508896,201.86625558814774,0.8930309691906566
S167,treated_B,152.28897392961747,214.91090924300408,0.9435576793594485
S168,control,99.71867297734187,275.63917757406296,0.9307737194434286
S169,treated_A,136.07162766438907,294.71822710478324,0.8687102439015284
S170,treated_B,131.46763938576174,255.20195205283568,0.7253857117116644
S171,control,105.457409955963,198.69966681543355,0.9254035851382416
S172,treated_A,126.91053975769019,257.00280190882023,0.8382196290624186
S173,treated_B,139.99935508104534,238.28037381708722,0.6473984281546428
S174,control,86.70087049382184,269.1052223839063,0.8801765922485763
S175,treated_A,116.75845859687708,349.0205686349636,0.7306262573536371
S176,treated_B,160.69744597420032,266.941775614549,0.7462847535843949
S177,control,93.9147435455383,226.6206661590365,0.7992032886100917
S178,treated_A,139.37520534533704,229.0306964393873,0.9518072942306307
S179,treated_B,141.52693391325678,258.2049830154153,0.8203323716657286
S180,control,94.7062575668538,244.69620419459235,0.8716793270189372
S181,treated_A,127.3805854449417,229.6968294165385,0.9898374371001785
S182,treated_B,150.8211562802382,263.7233675421499,0.9775223810124634
S183,control,96.37758874559309,215.47259436067415,0.8417317267338108
S184,treated_A,132.7283452774306,308.92375451052555,0.830678318235159
S185,treated_B,142.31110180072272,294.00481938522097,0.749130349272836
S186,control,114.11809984302401,282.54253795889264,0.7944433540654727
S187,treated_A,145.20766461949708,253.40823352870152,0.8840286678090216
S188,treated_B,147.3564037481919,276.4646580261788,0.8816584609447717
S189,control,93.2371432797611,246.0379148434193,0.8588190584939167
S190,treated_A,114.27046919990302,256.39157785091317,0.929584132605114
S191,treated_B,155.29341904429424,249.14733897145388,0.7882105589573455
S192,control,111.59736561065051,211.00854180897548,0.8455138783853228
S193,treated_A,132.8893740131499,219.46477064367076,0.908499439079585
S194,treated_B,149.58637378244924,285.41807330803346,0.8967316724982334
S195,control,109.37731664662486,244.2629378824144,0.9356756620585935
S196,treated_A,147.46776678997472,277.5748697894668,0.8817616325412049
S197,treated_B,154.8993686254506,292.0547324305318,0.8252477955522535
S198,control,94.53258819206641,198.00602514951777,0.8789753808209919
S199,treated_A,157.72459473997077,242.5554474164437,0.7697923842892712
